id	text	hook	duration_seconds	word_count	creator	hook_type	script_archetype	parasocial_levers	quality_score
248	I want a man who has the confidence to pull me back by my hair whenever he's hidden it from behind and then say beg for it There is nothing hotter than when a man makes you say it. Oh	I want a man who has the confidence to pull	14	40	peechi	fantasy	fantasy_desire	sexual_tension|direct_address	0.9
249	one of my favorite things to do when i'm on top is sit down on it all the way and just rock back and forth it feels fucking amazing because the tip just flicks against that sweet spot in the back attempt at your own risk though okay because that is a baby making move right there	one of my favorite things to do when i'm on	17	57	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
250	I will ignore all red flags for a man who knows how to use his fingers, okay? Hook him in my mouth, give me a handmade necklace, stuff him in my pink taco, maybe even the back door. I would take that man's last name.	I will ignore all red flags for a man who knows how to use his fingers, okay?	13	45	peechi	bold_statement	thirst_commentary	playful_self_deprecation|sexual_tension	0.8
251	Ladies, if you don't have to ask your man to give you hold on to him for dear life, okay? Because a man who will devour the pink taco without even needing to be asked is so much more rare than you think.	Ladies, if you don't have to ask your man to give you hold on to him for dear life, okay?	13	43	peechi	bold_statement	thirst_commentary	relatability|sexual_tension|direct_address	1.0
252	If you really wanna know how to drive a man crazy when you're giving him, all you have to do is just enjoy it. It's really that easy. Like, if you worship his like it's your last meal, he's never forgetting you. I promise.	If you really wanna know how to drive a man	13	44	peechi	bold_statement	thirst_commentary	direct_address	0.7
253	Where are the guys that actually get off just from making a girl like he could just be sitting back making you feel good and that Alone is enough to get him close and there's like that little drop of pre on the tip My god, that is so hot and such a green flag	Where are the guys that actually get off just from	17	55	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
254	I don't know if I'd ever be able to date a guy who likes feet because I am so insanely ticklish that if you were to even graze my foot, I will be flailing and screaming. Also, I got some gnarly fucking bony long finger toes, so yeah.	I don't know if I'd ever be able to date a guy who likes feet	16	48	peechi	bold_statement	thirst_commentary	direct_address	0.7
255	I will never invest in a diary, okay? My pink taco has some meat curtains, so when you're eating down there, you gotta give them some love, okay? Pull on it a little bit, stretch it back, give it a little nibble. Don't bite that shit off, but you get the idea.	I will never invest in a diary, okay?	14	52	peechi	question	thirst_commentary	sexual_tension|direct_address	0.8
256	one time i was with a guy who really liked it when i plugged up the back door we were uh getting it on you know and then he takes it out and he popped it out of his mouth like a lollipop and i've never recovered from that like sir what are you doing	one time i was with a guy who really liked	14	55	peechi	storytime	thirst_commentary	direct_address	0.7
257	Alright listen, you know that you're giving good when you're down there and it starts to sound like Gollum from Lord of the Rings, you know That's how it's supposed to sound it's not supposed to sound good	Alright listen, you know that you're giving good when you're	13	38	peechi	bold_statement	thirst_commentary	direct_address	0.7
258	A few of the ladies are not wanting to do backdoor with you guys because you are not properly warming her up for this endeavor, okay? You need to be going in slow. Emphasis on slow. And at the same time, you need to be, like, stimulating the bean, okay? Like, don't traumatize these women, gentlemen.	A few of the ladies are not wanting to do backdoor with you guys	21	56	peechi	bold_statement	fantasy_desire	relatability|direct_address	0.7
259	the people who comment somebody's daughter under a post are so weird to me as if somebody's son isn't out there right now also getting his butter churned you know? you're either the butter churner or you're the butter churnie it takes two to tango, guys	the people who comment somebody's daughter under a post are	15	46	peechi	bold_statement	thirst_commentary	direct_address	0.7
260	I was getting coffee and the barista asked me if I wanted extra cream and I was like only if it's coming from you And so now I have a new video coming out just i'm just kidding She gave me a stank face and I apologized and I gave her a really big tip	I was getting coffee and the barista asked me if	14	55	peechi	bold_statement	fantasy_desire	direct_address	0.7
261	One of my favorite things to do after a good session is just cuddle and leave it in and just warm your with my pink taco until we're ready to go again. It feels so good.	One of my favorite things to do after a good	12	36	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
262	"[""Ain't It Fun to be a Hero?"" playing in the background throughout the video.]"	"[""Ain't It Fun to be a Hero?"	11	14	peechi	question	thirst_commentary		0.7
263	Okay, here's a little secret about men. They all love compliments, even the ones who act all tough, and they don't get them very often. I guarantee you, if you give him a little compliment, he's gonna be blushing to himself thinking about it for the rest of the day.	Okay, here's a little secret about men.	13	50	peechi	bold_statement	thirst_commentary	direct_address	0.7
264	Backdoor will change your life, okay? I swear to God, trust me. Let him turn your butter. Let him- let him put his whole fist in-	Backdoor will change your life, okay?	9	26	peechi	question	thirst_commentary	direct_address	0.6
265	I don't care if this is gross, okay? If I'm giving you... The last thing I'm gonna do is tap out before you're finished, okay? I'm fucking competitive. I'll be damned. I don't care if I puke in my mouth a little bit. The show must fucking go on. We're seeing this through to the end.	I don't care if this is gross, okay?	16	56	peechi	question	thirst_commentary	direct_address	0.7
